WY,129,510, 379+AC0-3132,0,0,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,0
MO,106,415, 340+AC0-9910,0,0,0,114.4,104,19.45,78.3,101,6.66,232.7,78,10.47,0,0,0,2,0
VA,158,415, 396+AC0-2719,0,0,0,222.8,101,37.88,203,128,17.26,210.6,106,9.48,6.9,2,1.86,2,0
SD,168,415, 369+AC0-6204,0,1,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,0
WV,115,510, 420+AC0-9971,1,0,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1
GA,57,408, 410+AC0-3782,1,1,30,234.5,130,39.87,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,0
AZ,67,415, 404+AC0-4481,0,0,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,0
AK,127,408, 383+AC0-9255,0,0,0,182.3,124,30.99,169.9,110,14.44,184,116,8.28,9.3,3,2.51,1,0
AK,78,510, 418+AC0-9385,0,0,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,0
CT,100,415, 360+AC0-9676,0,1,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2,0,0
UT,103,510, 327+AC0-3587,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
KY,113,415, 385+AC0-4715,0,0,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,0
MI,78,510, 414+AC0-2695,0,0,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,0
OR,129,510, 331+AC0-5999,0,1,36,192.8,103,32.78,177,83,15.05,216.5,118,9.74,16.4,5,4.43,1,0
TN,57,510, 337+AC0-7739,0,0,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,0
WV,82,408, 388+AC0-6658,0,0,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,0
NJ,64,415, 405+AC0-6943,0,0,0,224.8,111,38.22,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1,0
MS,86,510, 382+AC0-4084,0,1,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,0
ME,151,415, 352+AC0-8249,0,1,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0
WY,94,510, 353+AC0-8363,0,0,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,1
WY,90,415, 416+AC0-2825,0,0,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8,1,2.16,2,0
IN,48,510, 342+AC0-6696,0,0,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,0
NM,85,408, 338+AC0-9210,0,1,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,0
NJ,93,415, 328+AC0-1768,1,1,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,0
DC,169,415, 406+AC0-5870,1,0,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0
UT,68,415, 398+AC0-3834,0,0,0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5,1
KY,91,415, 330+AC0-7754,1,0,0,145,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,1
KS,68,510, 414+AC0-9054,0,0,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,0
MI,101,510, 350+AC0-2832,0,0,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,0
UT,67,510, 414+AC0-9027,0,1,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,0
NE,66,415, 337+AC0-1225,0,0,0,34,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,0
FL,116,415, 394+AC0-6577,0,1,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,0
LA,158,408, 359+AC0-6995,0,0,0,202,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,0
MT,78,415, 377+AC0-7561,0,0,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,0
WA,119,415, 380+AC0-6631,0,1,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,0
MI,120,415, 390+AC0-8876,0,0,0,150.6,85,25.6,119,128,10.12,232.9,123,10.48,6.4,2,1.73,1,0
KY,155,510, 413+AC0-2201,0,0,0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,0
LA,106,408, 374+AC0-2073,0,0,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0
NM,87,510, 417+AC0-1272,1,0,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11,6,2.97,1,0
AL,146,415, 358+AC0-1129,0,1,32,154,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,0
MO,101,415, 394+AC0-1211,0,1,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,0
CO,22,510, 327+AC0-1319,0,1,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0
TX,90,415, 399+AC0-4413,0,0,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2,0
NY,41,415, 393+AC0-9985,0,0,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,0
OR,69,415, 401+AC0-8377,0,0,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,0
WY,33,415, 331+AC0-3202,0,0,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,0
UT,112,415, 358+AC0-5953,0,0,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0
LA,108,510, 380+AC0-7624,0,1,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,0
NV,136,415, 416+AC0-5261,0,1,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,0
NC,128,510, 417+AC0-5067,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,0
NC,27,408, 345+AC0-6515,0,0,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,0
WY,161,415, 406+AC0-1349,1,0,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,0
TN,33,415, 360+AC0-9038,0,1,35,186.8,124,31.76,261,69,22.19,317.8,103,14.3,15,5,4.05,0,0
FL,120,415, 348+AC0-3444,0,1,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0
CA,113,415, 370+AC0-2892,0,0,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,0
PA,122,415, 383+AC0-4061,1,0,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,1
WV,148,415, 391+AC0-7937,0,1,26,244.9,150,41.63,118,138,10.03,236,91,10.62,15.2,4,4.1,2,0
NJ,74,415, 389+AC0-4083,0,0,0,230.9,93,39.25,223,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0
MT,106,415, 410+AC0-9633,0,0,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,0
MN,179,415, 418+AC0-9502,0,0,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0
WI,149,415, 339+AC0-6637,1,1,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,1
ID,77,510, 356+AC0-3403,0,0,0,189.5,112,32.22,207,95,17.6,214.1,91,9.63,9.2,7,2.48,0,0
MA,127,408, 371+AC0-9457,1,0,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,1
OR,80,415, 391+AC0-8087,0,0,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0
MT,106,510, 392+AC0-6420,0,0,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,0
AL,61,415, 399+AC0-4094,0,1,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,0
ND,135,510, 378+AC0-4013,1,1,24,127.7,54,21.71,215,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0
LA,115,415, 386+AC0-6306,0,1,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,0
ND,167,408, 359+AC0-3618,1,0,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,0
MS,107,510, 340+AC0-8875,1,0,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11,9,2.97,2,0
WV,112,415, 330+AC0-2693,1,0,0,161.9,138,27.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,1,0
WI,35,510, 403+AC0-7627,0,1,27,241.7,87,41.09,142,101,12.07,288.9,68,13,9.4,4,2.54,1,0
KS,103,408, 342+AC0-3678,1,0,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,0
MO,107,415, 344+AC0-9943,0,1,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,0
PA,69,415, 390+AC0-5686,0,0,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,0
SD,85,408, 358+AC0-5826,0,0,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,0
NJ,24,408, 393+AC0-7826,0,0,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2,1
AL,90,415, 335+AC0-9786,0,0,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0
ME,137,510, 368+AC0-9860,0,0,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,0
AZ,92,415, 416+AC0-9522,1,1,45,281.1,88,47.79,198,103,16.83,94.3,76,4.24,7.5,3,2.03,0,0
VT,38,415, 416+AC0-7307,0,0,0,137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2,0
NV,69,510, 397+AC0-6789,1,1,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,1
WI,45,408, 335+AC0-9501,0,0,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9,3,2.43,2,0
HI,73,408, 388+AC0-1250,0,0,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,0
DE,92,415, 386+AC0-1374,0,0,0,197,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,0
AZ,113,415, 346+AC0-8112,0,1,32,180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1,0
VA,68,408, 364+AC0-9040,1,0,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1
GA,135,415, 366+AC0-3944,0,1,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,0
AZ,100,415, 331+AC0-9861,0,1,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,0
MN,96,415, 330+AC0-2881,0,1,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,0
ME,108,510, 402+AC0-9558,0,0,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,0
FL,84,510, 341+AC0-3180,0,0,0,191,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,0
WA,134,408, 371+AC0-8598,0,0,0,208.3,86,35.41,253.6,89,21.56,291,86,13.1,12.6,3,3.4,1,0
MT,72,415, 398+AC0-8385,0,0,0,253,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,0
AL,83,408, 333+AC0-4154,0,0,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,0
WV,137,408, 330+AC0-3589,0,0,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,0
GA,56,415, 417+AC0-1477,0,1,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0
OH,61,510, 327+AC0-5525,1,1,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,0
DE,171,510, 363+AC0-8244,0,1,17,186.9,94,31.77,240,138,20.4,200.9,64,9.04,5.8,3,1.57,1,0
NE,123,510, 419+AC0-9104,0,0,0,194,118,32.98,242,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0
FL,58,510, 363+AC0-1560,0,0,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,0
AK,156,510, 341+AC0-4075,0,0,0,123.7,96,21.03,103,80,8.76,189.4,82,8.52,13.1,4,3.54,1,0
WI,166,510, 366+AC0-9074,0,0,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,0
WA,75,510, 367+AC0-1424,0,1,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0
KY,75,415, 341+AC0-1191,0,0,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,1
OH,83,510, 342+AC0-9480,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,0
UT,243,510, 355+AC0-9360,0,0,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0
NM,153,408, 343+AC0-1538,0,0,0,185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0
MN,150,415, 335+AC0-2331,0,0,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,0
WV,92,510, 335+AC0-7257,0,1,16,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,0
MN,80,415, 332+AC0-2137,0,0,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,0
AL,134,415, 352+AC0-2998,0,0,0,178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0
PA,77,510, 346+AC0-6941,0,1,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0
DE,147,510, 400+AC0-2203,0,0,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,0
MO,74,415, 421+AC0-2955,0,0,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,0
IL,138,510, 331+AC0-6629,1,0,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0
FL,143,415, 343+AC0-6314,0,0,0,119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,0,0
HI,64,415, 414+AC0-6638,0,0,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,0
ME,120,510, 350+AC0-5883,0,0,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,0
CO,121,408, 409+AC0-4447,1,0,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
NH,88,415, 376+AC0-4856,0,0,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,0
SC,87,408, 335+AC0-1874,0,0,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
IN,100,510, 397+AC0-6255,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0
FL,104,415, 381+AC0-5047,0,0,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,0
GA,27,510, 403+AC0-6850,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,0
IL,81,415, 375+AC0-3658,0,1,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0
NC,64,510, 341+AC0-2603,1,1,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,0
VT,107,510, 342+AC0-5062,0,1,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,0
DC,88,415, 354+AC0-1558,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0
VT,111,408, 351+AC0-9537,0,0,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,3,0
NV,77,415, 401+AC0-1252,0,0,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,0
OR,67,415, 366+AC0-9538,1,0,0,120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,11,3.08,2,0
AL,102,408, 364+AC0-7622,0,0,0,224.7,81,38.2,129.4,112,11,167.6,109,7.54,15.8,6,4.27,1,0
ND,146,408, 393+AC0-9918,0,1,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0
FL,144,415, 376+AC0-4484,0,1,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1,0
NE,96,415, 410+AC0-6791,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,1
ND,70,415, 343+AC0-2392,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0
ME,149,408, 408+AC0-4323,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0
IL,129,415, 395+AC0-1718,0,0,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,0
WA,166,408, 354+AC0-9492,0,0,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0
MA,136,408, 367+AC0-8168,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3,1
KS,149,510, 340+AC0-3500,0,0,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,0
RI,70,415, 369+AC0-4962,0,0,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0
MO,120,415, 334+AC0-8967,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0
IA,66,510, 402+AC0-2377,0,0,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,0
WY,104,408, 366+AC0-3917,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0
NV,160,415, 333+AC0-3531,0,0,0,176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,1,0
WI,129,415, 333+AC0-8954,0,1,37,205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,1,0
AL,93,408, 374+AC0-9203,0,0,0,267.9,114,45.54,223,74,18.96,262.7,90,11.82,11.3,3,3.05,3,1
HI,169,415, 334+AC0-3289,0,0,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0
MO,58,415, 353+AC0-7822,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,0
CA,75,510, 350+AC0-1422,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0
MO,45,408, 385+AC0-8406,0,0,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0
CT,155,510, 380+AC0-7277,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0
MD,52,415, 352+AC0-1798,0,0,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,0
OH,119,415, 385+AC0-7922,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0,0
NV,86,510, 353+AC0-7730,0,0,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,0
MD,42,408, 337+AC0-7163,0,0,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4,7,1.08,0,0
NE,127,510, 348+AC0-5567,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2,2,0
OH,123,408, 420+AC0-9575,0,0,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,0
MA,98,510, 366+AC0-3358,0,0,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3,4,1
OK,149,510, 359+AC0-9972,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,0
MA,160,408, 387+AC0-3332,0,0,0,166.8,109,28.36,236,117,20.06,307.6,77,13.84,9.3,1,2.51,1,0
WA,103,415, 354+AC0-6960,0,0,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0
HI,132,415, 405+AC0-3335,0,1,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,0
CO,137,415, 379+AC0-4257,0,0,0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,0
FL,129,415, 355+AC0-4992,1,0,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,0
WI,62,415, 383+AC0-6373,0,0,0,281,66,47.77,160.6,108,13.65,77.9,74,3.51,0,0,0,1,0
ID,122,510, 382+AC0-7993,0,1,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0
WY,32,408, 422+AC0-5865,0,0,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1,0
GA,86,510, 410+AC0-9961,0,0,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3,0
FL,130,415, 343+AC0-9946,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1,0
WY,42,408, 357+AC0-7060,0,0,0,146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,1,0
DE,73,415, 355+AC0-9541,0,0,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15,7,4.05,2,0
ME,66,408, 378+AC0-4145,0,1,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,0
DC,103,510, 386+AC0-2317,0,1,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0
IA,128,408, 335+AC0-8146,0,0,0,158.8,75,27,264.8,91,22.51,270,77,12.15,7.6,7,2.05,1,0
CO,104,415, 377+AC0-2235,0,0,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,0
MN,103,415, 386+AC0-9141,0,0,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0,0
VT,124,415, 416+AC0-5623,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,0
AZ,87,510, 327+AC0-3053,0,0,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0
LA,109,415, 395+AC0-6195,0,1,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,1
MO,167,415, 397+AC0-8772,1,0,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0
ME,97,510, 346+AC0-7656,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,1
MD,106,415, 343+AC0-2350,0,0,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,2,0
VT,125,415, 372+AC0-4722,0,0,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,0
DC,108,408, 399+AC0-8615,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,0
WY,125,415, 379+AC0-8248,0,0,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1,0
VA,89,415, 414+AC0-6219,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0
VA,72,510, 387+AC0-1343,1,1,29,139.8,114,23.77,138.2,91,11.75,221,88,9.95,5.5,6,1.49,0,0
CT,23,510, 370+AC0-5527,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,1
HI,149,510, 393+AC0-8736,0,0,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7,0
WI,73,415, 402+AC0-7626,0,0,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0,0
MD,61,415, 370+AC0-2688,0,0,0,260,123,44.2,210.5,127,17.89,234.7,70,10.56,9,3,2.43,1,1
WV,161,415, 418+AC0-9036,0,0,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
VT,73,408, 417+AC0-2035,0,0,0,213,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,0
UT,118,415, 355+AC0-3602,0,1,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1,0
CO,23,408, 393+AC0-4027,0,0,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6,0
NC,127,415, 418+AC0-5141,0,1,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0,0
NJ,42,415, 406+AC0-1247,0,1,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0
AR,118,415, 402+AC0-3892,0,0,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1
IA,45,510, 332+AC0-2965,0,0,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2,0
GA,50,408, 377+AC0-1218,0,1,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1,0
MO,179,510, 355+AC0-2464,0,0,0,287.3,123,48.84,288,114,24.48,266,112,11.97,10.5,4,2.84,0,1
MO,152,408, 404+AC0-4611,0,0,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,0
WY,105,415, 373+AC0-2339,0,0,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2,0
HI,72,415, 410+AC0-3503,0,0,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0,0
PA,52,408, 410+AC0-4739,0,0,0,215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,1,0
TX,125,415, 365+AC0-3562,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,1,0
VA,143,510, 387+AC0-7641,0,0,0,110.1,113,18.72,169,59,14.37,166.7,94,7.5,9.2,2,2.48,1,0
RI,65,415, 385+AC0-9744,0,0,0,111,51,18.87,219.8,84,18.68,202,89,9.09,4.4,14,1.19,1,0
